score_differential,yardline_100,game_date,defteam,home_team,away_team,posteam,posteam_type,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,quarter_end,drive,qtr,down,goal_to_go,shotgun,no_huddle,play_type,ColumnA
7,70,12/3/2017,PHI,SEA,PHI,SEA,home,690,690,690,Half2,0,15,4,3,0,Yes,No,pass,"short,right,short,right"
7,60,12/3/2017,PHI,SEA,PHI,SEA,home,655,655,655,Half2,0,15,4,1,0,No,No,run,"right,guard,right,guard"
7,58,12/3/2017,PHI,SEA,PHI,SEA,home,613,613,613,Half2,0,15,4,2,0,Yes,No,pass,"short,left,short,left"
7,58,12/3/2017,PHI,SEA,PHI,SEA,home,606,606,606,Half2,0,15,4,3,0,Yes,No,run,"right,guard,right,guard"
7,35,12/3/2017,PHI,SEA,PHI,SEA,home,556,556,556,Half2,0,15,4,1,0,No,No,pass,"short,right,short,right"
7,35,12/3/2017,PHI,SEA,PHI,SEA,home,547,547,547,Half2,0,15,4,2,0,No,No,pass,"short,left,short,left"
7,14,12/3/2017,PHI,SEA,PHI,SEA,home,498,498,498,Half2,0,15,4,1,0,No,No,run,"left,tackle,left,tackle"
-14,71,12/3/2017,SEA,SEA,PHI,PHI,away,445,445,445,Half2,0,16,4,1,0,Yes,No,pass,"short,right,short,right"
-14,57,12/3/2017,SEA,SEA,PHI,PHI,away,427,427,427,Half2,0,16,4,1,0,Yes,No,pass,"short,right,short,right"
-14,57,12/3/2017,SEA,SEA,PHI,PHI,away,421,421,421,Half2,0,16,4,2,0,Yes,No,pass,"short,middle,short,middle"
-14,44,12/3/2017,SEA,SEA,PHI,PHI,away,391,391,391,Half2,0,16,4,1,0,Yes,No,pass,"short,middle,short,middle"
-14,40,12/3/2017,SEA,SEA,PHI,PHI,away,360,360,360,Half2,0,16,4,2,0,Yes,Yes,pass,"deep,left,deep,left"
-14,40,12/3/2017,SEA,SEA,PHI,PHI,away,354,354,354,Half2,0,16,4,3,0,Yes,No,pass,"deep,right,deep,right"
-14,40,12/3/2017,SEA,SEA,PHI,PHI,away,348,348,348,Half2,0,16,4,4,0,Yes,No,pass,"short,middle,short,middle"
14,60,12/3/2017,PHI,SEA,PHI,SEA,home,343,343,343,Half2,0,17,4,1,0,No,No,run,"middle,middle"
14,60,12/3/2017,PHI,SEA,PHI,SEA,home,301,301,301,Half2,0,17,4,2,0,Yes,No,pass,"short,left,short,left"
14,54,12/3/2017,PHI,SEA,PHI,SEA,home,259,259,259,Half2,0,17,4,3,0,Yes,No,pass,
-14,79,12/3/2017,SEA,SEA,PHI,PHI,away,210,210,210,Half2,0,18,4,1,0,Yes,No,pass,
-14,86,12/3/2017,SEA,SEA,PHI,PHI,away,180,180,180,Half2,0,18,4,2,0,Yes,No,pass,"short,middle,short,middle"
-14,75,12/3/2017,SEA,SEA,PHI,PHI,away,143,143,143,Half2,0,18,4,3,0,Yes,Yes,pass,"deep,left,deep,left"
-14,75,12/3/2017,SEA,SEA,PHI,PHI,away,136,136,136,Half2,0,18,4,4,0,Yes,No,pass,"short,left,short,left"
-14,52,12/3/2017,SEA,SEA,PHI,PHI,away,130,130,130,Half2,0,18,4,1,0,Yes,No,pass,"deep,right,deep,right"
14,80,12/3/2017,PHI,SEA,PHI,SEA,home,119,119,119,Half2,0,19,4,1,0,No,No,run,"middle,middle"
14,76,12/3/2017,PHI,SEA,PHI,SEA,home,114,114,114,Half2,0,19,4,2,0,No,No,run,"left,guard,left,guard"
14,78,12/3/2017,PHI,SEA,PHI,SEA,home,109,109,109,Half2,0,19,4,3,0,Yes,No,run,"left,tackle,left,tackle"
-14,65,12/3/2017,SEA,SEA,PHI,PHI,away,57,57,57,Half2,0,20,4,1,0,Yes,No,pass,"short,middle,short,middle"
-14,55,12/3/2017,SEA,SEA,PHI,PHI,away,37,37,37,Half2,0,20,4,1,0,Yes,Yes,pass,"short,left,short,left"
-14,55,12/3/2017,SEA,SEA,PHI,PHI,away,33,33,33,Half2,0,20,4,2,0,Yes,No,pass,"short,left,short,left"
-14,51,12/3/2017,SEA,SEA,PHI,PHI,away,27,27,27,Half2,0,20,4,3,0,Yes,No,pass,"deep,middle,deep,middle"
-14,31,12/3/2017,SEA,SEA,PHI,PHI,away,6,6,6,Half2,0,20,4,1,0,Yes,Yes,pass,"deep,middle,deep,middle"
0,80,12/4/2017,CIN,CIN,PIT,PIT,away,900,1800,3600,Half1,0,1,1,1,0,No,No,run,"left,guard,left,guard"
0,75,12/4/2017,CIN,CIN,PIT,PIT,away,862,1762,3562,Half1,0,1,1,2,0,Yes,No,pass,"deep,left,deep,left"
0,55,12/4/2017,CIN,CIN,PIT,PIT,away,825,1725,3525,Half1,0,1,1,1,0,No,No,run,"middle,middle"
0,52,12/4/2017,CIN,CIN,PIT,PIT,away,787,1687,3487,Half1,0,1,1,2,0,No,No,pass,"short,middle,short,middle"
0,44,12/4/2017,PIT,CIN,PIT,CIN,home,772,1672,3472,Half1,0,2,1,1,0,Yes,No,pass,"deep,middle,deep,middle"
0,25,12/4/2017,PIT,CIN,PIT,CIN,home,731,1631,3431,Half1,0,2,1,1,0,No,No,run,"left,guard,left,guard"
0,20,12/4/2017,PIT,CIN,PIT,CIN,home,686,1586,3386,Half1,0,2,1,2,0,Yes,No,pass,"short,middle,short,middle"
0,17,12/4/2017,PIT,CIN,PIT,CIN,home,657,1557,3357,Half1,0,2,1,3,0,Yes,No,pass,"deep,left,deep,left"
-3,75,12/4/2017,CIN,CIN,PIT,PIT,away,648,1548,3348,Half1,0,3,1,1,0,No,No,run,"right,tackle,right,tackle"
-3,73,12/4/2017,CIN,CIN,PIT,PIT,away,613,1513,3313,Half1,0,3,1,2,0,Yes,No,pass,"short,middle,short,middle"
-3,61,12/4/2017,CIN,CIN,PIT,PIT,away,578,1478,3278,Half1,0,3,1,1,0,Yes,No,pass,"short,middle,short,middle"
-3,54,12/4/2017,CIN,CIN,PIT,PIT,away,530,1430,3230,Half1,0,3,1,2,0,Yes,No,pass,"short,right,short,right"
-3,45,12/4/2017,CIN,CIN,PIT,PIT,away,492,1392,3192,Half1,0,3,1,1,0,Yes,No,pass,"short,left,short,left"
-3,42,12/4/2017,CIN,CIN,PIT,PIT,away,451,1351,3151,Half1,0,3,1,2,0,Yes,No,pass,"deep,right,deep,right"
-3,42,12/4/2017,CIN,CIN,PIT,PIT,away,446,1346,3146,Half1,0,3,1,3,0,Yes,No,pass,"short,right,short,right"
3,85,12/4/2017,PIT,CIN,PIT,CIN,home,435,1335,3135,Half1,0,4,1,1,0,Yes,No,pass,"short,middle,short,middle"
3,64,12/4/2017,PIT,CIN,PIT,CIN,home,399,1299,3099,Half1,0,4,1,1,0,No,No,pass,"short,right,short,right"
3,60,12/4/2017,PIT,CIN,PIT,CIN,home,364,1264,3064,Half1,0,4,1,2,0,No,No,run,"right,tackle,right,tackle"
3,56,12/4/2017,PIT,CIN,PIT,CIN,home,321,1221,3021,Half1,0,4,1,3,0,Yes,No,pass,"short,right,short,right"
3,49,12/4/2017,PIT,CIN,PIT,CIN,home,280,1180,2980,Half1,0,4,1,1,0,Yes,No,pass,"short,left,short,left"
3,43,12/4/2017,PIT,CIN,PIT,CIN,home,242,1142,2942,Half1,0,4,1,2,0,No,No,run,"right,tackle,right,tackle"
3,33,12/4/2017,PIT,CIN,PIT,CIN,home,205,1105,2905,Half1,0,4,1,1,0,Yes,No,run,"right,guard,right,guard"
3,24,12/4/2017,PIT,CIN,PIT,CIN,home,168,1068,2868,Half1,0,4,1,2,0,No,No,run,"right,tackle,right,tackle"
3,20,12/4/2017,PIT,CIN,PIT,CIN,home,127,1027,2827,Half1,0,4,1,1,0,Yes,No,run,"right,end,right,end"
3,9,12/4/2017,PIT,CIN,PIT,CIN,home,92,992,2792,Half1,0,4,1,1,1,Yes,No,pass,"short,middle,short,middle"
3,9,12/4/2017,PIT,CIN,PIT,CIN,home,89,989,2789,Half1,0,4,1,2,1,No,No,run,"right,guard,right,guard"
-10,75,12/4/2017,CIN,CIN,PIT,PIT,away,41,941,2741,Half1,0,5,1,1,0,No,No,pass,"short,right,short,right"
-10,60,12/4/2017,CIN,CIN,PIT,PIT,away,900,900,2700,Half1,0,5,2,1,0,No,No,run,"left,guard,left,guard"
-10,55,12/4/2017,CIN,CIN,PIT,PIT,away,861,861,2661,Half1,0,5,2,2,0,No,No,pass,"deep,right,deep,right"
-10,55,12/4/2017,CIN,CIN,PIT,PIT,away,855,855,2655,Half1,0,5,2,3,0,Yes,No,pass,
10,95,12/4/2017,PIT,CIN,PIT,CIN,home,809,809,2609,Half1,0,6,2,1,0,No,No,run,"right,guard,right,guard"
10,93,12/4/2017,PIT,CIN,PIT,CIN,home,770,770,2570,Half1,0,6,2,2,0,Yes,No,pass,"short,right,short,right"
10,82,12/4/2017,PIT,CIN,PIT,CIN,home,734,734,2534,Half1,0,6,2,1,0,No,No,pass,"deep,middle,deep,middle"
10,65,12/4/2017,PIT,CIN,PIT,CIN,home,696,696,2496,Half1,0,6,2,1,0,No,No,run,"left,tackle,left,tackle"
10,71,12/4/2017,PIT,CIN,PIT,CIN,home,624,624,2424,Half1,0,6,2,2,0,Yes,No,pass,"short,middle,short,middle"
10,62,12/4/2017,PIT,CIN,PIT,CIN,home,579,579,2379,Half1,0,6,2,3,0,Yes,No,pass,"deep,middle,deep,middle"
-10,82,12/4/2017,CIN,CIN,PIT,PIT,away,567,567,2367,Half1,0,7,2,1,0,Yes,No,pass,"short,right,short,right"
-10,82,12/4/2017,CIN,CIN,PIT,PIT,away,564,564,2364,Half1,0,7,2,2,0,Yes,No,run,"left,guard,left,guard"
-10,80,12/4/2017,CIN,CIN,PIT,PIT,away,521,521,2321,Half1,0,7,2,3,0,Yes,No,pass,"short,right,short,right"
-10,70,12/4/2017,CIN,CIN,PIT,PIT,away,484,484,2284,Half1,0,7,2,1,0,Yes,No,run,"middle,middle"
-10,66,12/4/2017,CIN,CIN,PIT,PIT,away,450,450,2250,Half1,0,7,2,2,0,Yes,No,run,"middle,middle"
-10,62,12/4/2017,CIN,CIN,PIT,PIT,away,415,415,2215,Half1,0,7,2,3,0,Yes,No,pass,"deep,middle,deep,middle"
10,78,12/4/2017,PIT,CIN,PIT,CIN,home,404,404,2204,Half1,0,8,2,1,0,Yes,No,pass,"short,middle,short,middle"
10,70,12/4/2017,PIT,CIN,PIT,CIN,home,374,374,2174,Half1,0,8,2,2,0,Yes,No,pass,"short,right,short,right"
10,64,12/4/2017,PIT,CIN,PIT,CIN,home,343,343,2143,Half1,0,8,2,1,0,Yes,No,run,"left,guard,left,guard"
10,70,12/4/2017,PIT,CIN,PIT,CIN,home,292,292,2092,Half1,0,8,2,2,0,Yes,No,pass,"short,right,short,right"
10,70,12/4/2017,PIT,CIN,PIT,CIN,home,288,288,2088,Half1,0,8,2,3,0,Yes,No,pass,"deep,right,deep,right"
10,53,12/4/2017,PIT,CIN,PIT,CIN,home,260,260,2060,Half1,0,8,2,1,0,No,No,run,"right,guard,right,guard"
10,50,12/4/2017,PIT,CIN,PIT,CIN,home,188,188,1988,Half1,0,8,2,2,0,Yes,No,pass,"deep,right,deep,right"
10,50,12/4/2017,PIT,CIN,PIT,CIN,home,183,183,1983,Half1,0,8,2,3,0,Yes,No,pass,"short,middle,short,middle"
10,38,12/4/2017,PIT,CIN,PIT,CIN,home,141,141,1941,Half1,0,8,2,1,0,Yes,No,pass,"deep,right,deep,right"
10,38,12/4/2017,PIT,CIN,PIT,CIN,home,135,135,1935,Half1,0,8,2,2,0,Yes,No,run,"right,tackle,right,tackle"
10,31,12/4/2017,PIT,CIN,PIT,CIN,home,120,120,1920,Half1,0,8,2,3,0,Yes,No,run,"right,guard,right,guard"
10,24,12/4/2017,PIT,CIN,PIT,CIN,home,81,81,1881,Half1,0,8,2,1,0,Yes,No,pass,"short,right,short,right"
10,14,12/4/2017,PIT,CIN,PIT,CIN,home,77,77,1877,Half1,0,8,2,1,0,No,No,run,"right,guard,right,guard"
10,15,12/4/2017,PIT,CIN,PIT,CIN,home,39,39,1839,Half1,0,8,2,2,0,No,No,pass,"short,middle,short,middle"
-17,83,12/4/2017,CIN,CIN,PIT,PIT,away,26,26,1826,Half1,0,9,2,1,0,Yes,No,pass,"deep,right,deep,right"
-17,83,12/4/2017,CIN,CIN,PIT,PIT,away,21,21,1821,Half1,0,9,2,2,0,Yes,No,pass,"short,middle,short,middle"
14,75,12/4/2017,PIT,CIN,PIT,CIN,home,900,1800,1800,Half2,0,10,3,1,0,No,No,pass,"short,right,short,right"
14,75,12/4/2017,PIT,CIN,PIT,CIN,home,896,1796,1796,Half2,0,10,3,2,0,Yes,No,run,"right,end,right,end"
14,67,12/4/2017,PIT,CIN,PIT,CIN,home,851,1751,1751,Half2,0,10,3,3,0,Yes,No,pass,"short,left,short,left"
-14,78,12/4/2017,CIN,CIN,PIT,PIT,away,836,1736,1736,Half2,0,11,3,1,0,No,No,run,"right,end,right,end"
-14,62,12/4/2017,CIN,CIN,PIT,PIT,away,798,1698,1698,Half2,0,11,3,1,0,No,No,run,"right,end,right,end"
-14,61,12/4/2017,CIN,CIN,PIT,PIT,away,757,1657,1657,Half2,0,11,3,2,0,No,No,run,"right,end,right,end"
-14,56,12/4/2017,CIN,CIN,PIT,PIT,away,713,1613,1613,Half2,0,11,3,3,0,Yes,No,pass,"short,middle,short,middle"
-14,45,12/4/2017,CIN,CIN,PIT,PIT,away,678,1578,1578,Half2,0,11,3,1,0,Yes,No,run,"right,guard,right,guard"
-14,43,12/4/2017,CIN,CIN,PIT,PIT,away,639,1539,1539,Half2,0,11,3,2,0,Yes,No,pass,"short,left,short,left"
-14,39,12/4/2017,CIN,CIN,PIT,PIT,away,599,1499,1499,Half2,0,11,3,3,0,Yes,No,run,"left,end,left,end"
-14,35,12/4/2017,CIN,CIN,PIT,PIT,away,556,1456,1456,Half2,0,11,3,1,0,Yes,No,pass,"deep,left,deep,left"
7,75,12/4/2017,PIT,CIN,PIT,CIN,home,538,1438,1438,Half2,0,12,3,1,0,Yes,No,run,"left,end,left,end"
7,73,12/4/2017,PIT,CIN,PIT,CIN,home,505,1405,1405,Half2,0,12,3,2,0,No,No,pass,"short,middle,short,middle"
7,71,12/4/2017,PIT,CIN,PIT,CIN,home,458,1358,1358,Half2,0,12,3,1,0,Yes,No,run,"right,tackle,right,tackle"
7,67,12/4/2017,PIT,CIN,PIT,CIN,home,419,1319,1319,Half2,0,12,3,2,0,Yes,No,pass,"short,middle,short,middle"
7,67,12/4/2017,PIT,CIN,PIT,CIN,home,415,1315,1315,Half2,0,12,3,3,0,Yes,No,pass,"deep,right,deep,right"
7,40,12/4/2017,PIT,CIN,PIT,CIN,home,383,1283,1283,Half2,0,12,3,1,0,No,No,run,"left,guard,left,guard"
7,30,12/4/2017,PIT,CIN,PIT,CIN,home,344,1244,1244,Half2,0,12,3,1,0,No,No,run,"right,tackle,right,tackle"
7,29,12/4/2017,PIT,CIN,PIT,CIN,home,305,1205,1205,Half2,0,12,3,2,0,No,No,pass,"short,middle,short,middle"
7,26,12/4/2017,PIT,CIN,PIT,CIN,home,259,1159,1159,Half2,0,12,3,3,0,Yes,No,pass,"short,right,short,right"
-10,84,12/4/2017,CIN,CIN,PIT,PIT,away,201,1101,1101,Half2,0,13,3,1,0,Yes,No,run,"right,end,right,end"
-10,59,12/4/2017,CIN,CIN,PIT,PIT,away,170,1070,1070,Half2,0,13,3,1,0,No,No,run,"middle,middle"
-10,54,12/4/2017,CIN,CIN,PIT,PIT,away,132,1032,1032,Half2,0,13,3,2,0,No,No,run,"right,end,right,end"
-10,62,12/4/2017,CIN,CIN,PIT,PIT,away,87,987,987,Half2,0,13,3,3,0,Yes,No,pass,"deep,right,deep,right"
10,87,12/4/2017,PIT,CIN,PIT,CIN,home,70,970,970,Half2,0,14,3,1,0,Yes,No,pass,"short,middle,short,middle"
10,87,12/4/2017,PIT,CIN,PIT,CIN,home,62,962,962,Half2,0,14,3,2,0,Yes,No,run,"middle,middle"
10,74,12/4/2017,PIT,CIN,PIT,CIN,home,22,922,922,Half2,0,14,3,1,0,No,No,run,"right,guard,right,guard"
10,70,12/4/2017,PIT,CIN,PIT,CIN,home,900,900,900,Half2,0,14,4,2,0,Yes,No,pass,"short,middle,short,middle"
10,70,12/4/2017,PIT,CIN,PIT,CIN,home,898,898,898,Half2,0,14,4,3,0,Yes,No,pass,"short,left,short,left"
-10,93,12/4/2017,CIN,CIN,PIT,PIT,away,876,876,876,Half2,0,15,4,1,0,Yes,No,run,"left,end,left,end"
-10,88,12/4/2017,CIN,CIN,PIT,PIT,away,834,834,834,Half2,0,15,4,2,0,Yes,No,pass,"short,left,short,left"
-10,73,12/4/2017,CIN,CIN,PIT,PIT,away,789,789,789,Half2,0,15,4,1,0,Yes,No,pass,"deep,left,deep,left"
-10,73,12/4/2017,CIN,CIN,PIT,PIT,away,785,785,785,Half2,0,15,4,2,0,Yes,No,pass,"short,middle,short,middle"
-10,73,12/4/2017,CIN,CIN,PIT,PIT,away,779,779,779,Half2,0,15,4,3,0,Yes,No,pass,"short,middle,short,middle"
-10,64,12/4/2017,CIN,CIN,PIT,PIT,away,737,737,737,Half2,0,15,4,4,0,No,No,run,"right,tackle,right,tackle"
-10,55,12/4/2017,CIN,CIN,PIT,PIT,away,703,703,703,Half2,0,15,4,1,0,Yes,No,pass,"short,left,short,left"
-10,21,12/4/2017,CIN,CIN,PIT,PIT,away,657,657,657,Half2,0,15,4,1,0,Yes,No,pass,"short,left,short,left"
-10,19,12/4/2017,CIN,CIN,PIT,PIT,away,619,619,619,Half2,0,15,4,2,0,Yes,No,pass,"short,left,short,left"
-10,19,12/4/2017,CIN,CIN,PIT,PIT,away,616,616,616,Half2,0,15,4,3,0,Yes,No,pass,"deep,middle,deep,middle"
7,79,12/4/2017,PIT,CIN,PIT,CIN,home,602,602,602,Half2,0,16,4,1,0,No,No,pass,
7,92,12/4/2017,PIT,CIN,PIT,CIN,home,539,539,539,Half2,0,16,4,2,0,Yes,No,pass,"short,middle,short,middle"
7,92,12/4/2017,PIT,CIN,PIT,CIN,home,535,535,535,Half2,0,16,4,3,0,Yes,No,pass,"short,middle,short,middle"
-7,80,12/4/2017,CIN,CIN,PIT,PIT,away,481,481,481,Half2,0,17,4,1,0,No,No,run,"left,tackle,left,tackle"
-7,60,12/4/2017,CIN,CIN,PIT,PIT,away,434,434,434,Half2,0,17,4,1,0,Yes,No,pass,"deep,right,deep,right"
-7,60,12/4/2017,CIN,CIN,PIT,PIT,away,430,430,430,Half2,0,17,4,2,0,Yes,No,pass,"short,right,short,right"
-7,66,12/4/2017,CIN,CIN,PIT,PIT,away,397,397,397,Half2,0,17,4,2,0,Yes,No,pass,"deep,middle,deep,middle"
-7,42,12/4/2017,CIN,CIN,PIT,PIT,away,361,361,361,Half2,0,17,4,1,0,Yes,No,pass,"short,middle,short,middle"
-7,24,12/4/2017,CIN,CIN,PIT,PIT,away,320,320,320,Half2,0,17,4,1,0,Yes,No,pass,"short,right,short,right"
-7,19,12/4/2017,CIN,CIN,PIT,PIT,away,282,282,282,Half2,0,17,4,2,0,Yes,No,pass,"short,middle,short,middle"
-7,19,12/4/2017,CIN,CIN,PIT,PIT,away,277,277,277,Half2,0,17,4,3,0,Yes,No,pass,"short,middle,short,middle"
0,88,12/4/2017,PIT,CIN,PIT,CIN,home,224,224,224,Half2,0,18,4,1,0,No,No,pass,"deep,middle,deep,middle"
0,88,12/4/2017,PIT,CIN,PIT,CIN,home,220,220,220,Half2,0,18,4,2,0,Yes,No,run,"middle,middle"
0,80,12/4/2017,PIT,CIN,PIT,CIN,home,176,176,176,Half2,0,18,4,3,0,Yes,No,pass,
0,59,12/4/2017,CIN,CIN,PIT,PIT,away,162,162,162,Half2,0,19,4,1,0,Yes,No,run,"middle,middle"
0,50,12/4/2017,CIN,CIN,PIT,PIT,away,123,123,123,Half2,0,19,4,2,0,Yes,No,run,"right,tackle,right,tackle"
0,47,12/4/2017,CIN,CIN,PIT,PIT,away,118,118,118,Half2,0,19,4,1,0,Yes,No,pass,"short,right,short,right"
0,35,12/4/2017,CIN,CIN,PIT,PIT,away,83,83,83,Half2,0,19,4,1,0,Yes,No,pass,"short,right,short,right"
0,24,12/4/2017,CIN,CIN,PIT,PIT,away,41,41,41,Half2,0,19,4,1,0,Yes,No,run,"right,guard,right,guard"
0,27,12/4/2017,CIN,CIN,PIT,PIT,away,37,37,37,Half2,0,19,4,2,0,Yes,No,pass,"short,left,short,left"
0,24,12/4/2017,CIN,CIN,PIT,PIT,away,30,30,30,Half2,0,19,4,3,0,No,No,run,"right,end,right,end"
0,70,12/7/2017,ATL,ATL,NO,NO,away,893,1793,3593,Half1,0,1,1,1,0,No,No,run,"right,tackle,right,tackle"
0,63,12/7/2017,ATL,ATL,NO,NO,away,856,1756,3556,Half1,0,1,1,2,0,No,No,pass,"short,right,short,right"
0,40,12/7/2017,ATL,ATL,NO,NO,away,828,1728,3528,Half1,0,1,1,1,0,No,No,run,"right,tackle,right,tackle"
0,38,12/7/2017,ATL,ATL,NO,NO,away,798,1698,3498,Half1,0,1,1,2,0,Yes,No,pass,"short,left,short,left"
0,32,12/7/2017,ATL,ATL,NO,NO,away,757,1657,3457,Half1,0,1,1,3,0,Yes,No,pass,"short,left,short,left"
0,24,12/7/2017,ATL,ATL,NO,NO,away,718,1618,3418,Half1,0,1,1,1,0,No,No,pass,"short,middle,short,middle"
0,12,12/7/2017,ATL,ATL,NO,NO,away,676,1576,3376,Half1,0,1,1,1,0,No,No,run,"left,guard,left,guard"
0,12,12/7/2017,ATL,ATL,NO,NO,away,637,1537,3337,Half1,0,1,1,2,0,No,No,pass,"short,right,short,right"
0,16,12/7/2017,ATL,ATL,NO,NO,away,599,1499,3299,Half1,0,1,1,3,0,Yes,No,pass,"short,right,short,right"
-3,75,12/7/2017,NO,ATL,NO,ATL,home,590,1490,3290,Half1,0,2,1,1,0,No,No,run,"right,tackle,right,tackle"
-3,57,12/7/2017,NO,ATL,NO,ATL,home,527,1427,3227,Half1,0,2,1,1,0,No,No,run,"right,guard,right,guard"
-3,52,12/7/2017,NO,ATL,NO,ATL,home,491,1391,3191,Half1,0,2,1,2,0,No,No,run,"left,tackle,left,tackle"
-3,53,12/7/2017,NO,ATL,NO,ATL,home,447,1347,3147,Half1,0,2,1,3,0,Yes,No,pass,"short,right,short,right"
-3,15,12/7/2017,NO,ATL,NO,ATL,home,408,1308,3108,Half1,0,2,1,1,0,No,No,run,"left,end,left,end"
-3,10,12/7/2017,NO,ATL,NO,ATL,home,389,1289,3089,Half1,0,2,1,2,0,No,No,run,"left,end,left,end"
-3,10,12/7/2017,NO,ATL,NO,ATL,home,344,1244,3044,Half1,0,2,1,3,0,Yes,No,pass,"short,left,short,left"
0,93,12/7/2017,ATL,ATL,NO,NO,away,327,1227,3027,Half1,0,3,1,1,0,No,No,run,"right,guard,right,guard"
0,88,12/7/2017,ATL,ATL,NO,NO,away,296,1196,2996,Half1,0,3,1,2,0,No,No,pass,"short,right,short,right"
0,82,12/7/2017,ATL,ATL,NO,NO,away,270,1170,2970,Half1,0,3,1,1,0,No,No,pass,"short,left,short,left"
0,59,12/7/2017,ATL,ATL,NO,NO,away,226,1126,2926,Half1,0,3,1,1,0,No,No,pass,"short,right,short,right"
0,59,12/7/2017,ATL,ATL,NO,NO,away,219,1119,2919,Half1,0,3,1,2,0,No,No,run,"left,guard,left,guard"
0,57,12/7/2017,ATL,ATL,NO,NO,away,179,1079,2879,Half1,0,3,1,3,0,Yes,No,pass,"short,left,short,left"
0,81,12/7/2017,NO,ATL,NO,ATL,home,132,1032,2832,Half1,0,4,1,1,0,No,No,pass,"deep,left,deep,left"
0,81,12/7/2017,NO,ATL,NO,ATL,home,127,1027,2827,Half1,0,4,1,2,0,No,No,run,"left,end,left,end"
0,75,12/7/2017,NO,ATL,NO,ATL,home,87,987,2787,Half1,0,4,1,3,0,Yes,No,pass,"short,left,short,left"
0,74,12/7/2017,ATL,ATL,NO,NO,away,70,970,2770,Half1,0,5,1,1,0,No,No,run,"right,tackle,right,tackle"
0,72,12/7/2017,ATL,ATL,NO,NO,away,31,931,2731,Half1,0,5,1,2,0,Yes,No,pass,"short,right,short,right"
0,70,12/7/2017,ATL,ATL,NO,NO,away,900,900,2700,Half1,0,5,2,3,0,Yes,No,pass,"deep,left,deep,left"
0,48,12/7/2017,ATL,ATL,NO,NO,away,862,862,2662,Half1,0,5,2,1,0,No,No,run,"left,tackle,left,tackle"
0,46,12/7/2017,ATL,ATL,NO,NO,away,824,824,2624,Half1,0,5,2,2,0,No,No,run,"left,tackle,left,tackle"
0,45,12/7/2017,ATL,ATL,NO,NO,away,791,791,2591,Half1,0,5,2,3,0,Yes,No,pass,"short,left,short,left"
0,90,12/7/2017,NO,ATL,NO,ATL,home,776,776,2576,Half1,0,6,2,1,0,No,No,pass,"short,middle,short,middle"
0,74,12/7/2017,NO,ATL,NO,ATL,home,705,705,2505,Half1,0,6,2,1,0,No,No,pass,"deep,left,deep,left"
0,53,12/7/2017,NO,ATL,NO,ATL,home,671,671,2471,Half1,0,6,2,1,0,Yes,No,pass,"deep,left,deep,left"
0,53,12/7/2017,NO,ATL,NO,ATL,home,666,666,2466,Half1,0,6,2,2,0,No,No,run,"right,tackle,right,tackle"
0,39,12/7/2017,NO,ATL,NO,ATL,home,619,619,2419,Half1,0,6,2,1,0,No,No,run,"left,end,left,end"
0,31,12/7/2017,NO,ATL,NO,ATL,home,584,584,2384,Half1,0,6,2,2,0,Yes,No,run,"left,guard,left,guard"
0,30,12/7/2017,NO,ATL,NO,ATL,home,543,543,2343,Half1,0,6,2,3,0,No,No,run,"left,guard,left,guard"
0,28,12/7/2017,NO,ATL,NO,ATL,home,500,500,2300,Half1,0,6,2,1,0,No,No,pass,"deep,right,deep,right"
0,38,12/7/2017,NO,ATL,NO,ATL,home,472,472,2272,Half1,0,6,2,2,0,Yes,No,pass,"short,left,short,left"
0,26,12/7/2017,NO,ATL,NO,ATL,home,428,428,2228,Half1,0,6,2,3,0,Yes,No,pass,"short,middle,short,middle"
0,15,12/7/2017,NO,ATL,NO,ATL,home,399,399,2199,Half1,0,6,2,1,0,No,No,run,"left,end,left,end"
0,8,12/7/2017,NO,ATL,NO,ATL,home,363,363,2163,Half1,0,6,2,2,0,No,No,pass,"short,middle,short,middle"
0,1,12/7/2017,NO,ATL,NO,ATL,home,316,316,2116,Half1,0,6,2,1,1,No,No,run,"left,guard,left,guard"
0,1,12/7/2017,NO,ATL,NO,ATL,home,280,280,2080,Half1,0,6,2,2,1,No,No,pass,"short,middle,short,middle"
-7,66,12/7/2017,ATL,ATL,NO,NO,away,262,262,2062,Half1,0,7,2,1,0,Yes,No,pass,"short,left,short,left"
-7,53,12/7/2017,ATL,ATL,NO,NO,away,221,221,2021,Half1,0,7,2,1,0,No,No,run,"right,tackle,right,tackle"
-7,39,12/7/2017,ATL,ATL,NO,NO,away,187,187,1987,Half1,0,7,2,1,0,No,No,pass,"short,right,short,right"
-7,35,12/7/2017,ATL,ATL,NO,NO,away,141,141,1941,Half1,0,7,2,2,0,Yes,No,pass,"short,left,short,left"
0,68,12/7/2017,NO,ATL,NO,ATL,home,104,104,1904,Half1,0,8,2,1,0,Yes,No,run,"right,tackle,right,tackle"
0,65,12/7/2017,NO,ATL,NO,ATL,home,83,83,1883,Half1,0,8,2,2,0,No,Yes,pass,"short,left,short,left"
0,59,12/7/2017,NO,ATL,NO,ATL,home,56,56,1856,Half1,0,8,2,3,0,No,Yes,run,"right,guard,right,guard"
0,58,12/7/2017,NO,ATL,NO,ATL,home,50,50,1850,Half1,0,8,2,1,0,Yes,No,pass,"short,right,short,right"
