score_differential,yardline_100,game_date,defteam,home_team,away_team,posteam,posteam_type,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,quarter_end,drive,qtr,down,goal_to_go,shotgun,no_huddle,play_type,ColumnA
0,73,9/7/2017,KC,NE,KC,NE,home,895,1795,3595,Half1,0,1,1,1,0,No,No,pass,"deep,left,deep,left"
0,73,9/7/2017,KC,NE,KC,NE,home,889,1789,3589,Half1,0,1,1,2,0,No,No,pass,"short,right,short,right"
0,65,9/7/2017,KC,NE,KC,NE,home,854,1754,3554,Half1,0,1,1,3,0,Yes,No,run,"left,guard,left,guard"
0,57,9/7/2017,KC,NE,KC,NE,home,832,1732,3532,Half1,0,1,1,1,0,Yes,Yes,run,"middle,middle"
0,54,9/7/2017,KC,NE,KC,NE,home,806,1706,3506,Half1,0,1,1,2,0,Yes,Yes,pass,"deep,left,deep,left"
0,35,9/7/2017,KC,NE,KC,NE,home,782,1682,3482,Half1,0,1,1,1,0,No,Yes,run,"left,tackle,left,tackle"
0,30,9/7/2017,KC,NE,KC,NE,home,755,1655,3455,Half1,0,1,1,2,0,Yes,Yes,pass,"short,left,short,left"
0,2,9/7/2017,KC,NE,KC,NE,home,737,1637,3437,Half1,0,1,1,1,1,No,No,pass,"short,right,short,right"
-7,75,9/7/2017,NE,NE,KC,KC,away,728,1628,3428,Half1,0,2,1,1,0,Yes,No,run,"right,tackle,right,tackle"
7,32,9/7/2017,KC,NE,KC,NE,home,720,1620,3420,Half1,0,3,1,1,0,Yes,No,pass,"deep,left,deep,left"
7,32,9/7/2017,KC,NE,KC,NE,home,715,1615,3415,Half1,0,3,1,2,0,Yes,No,pass,"short,left,short,left"
7,29,9/7/2017,KC,NE,KC,NE,home,681,1581,3381,Half1,0,3,1,3,0,Yes,No,run,"right,guard,right,guard"
7,19,9/7/2017,KC,NE,KC,NE,home,638,1538,3338,Half1,0,3,1,1,0,Yes,No,pass,"deep,left,deep,left"
7,19,9/7/2017,KC,NE,KC,NE,home,634,1534,3334,Half1,0,3,1,2,0,No,No,run,"left,guard,left,guard"
7,15,9/7/2017,KC,NE,KC,NE,home,589,1489,3289,Half1,0,3,1,3,0,Yes,No,pass,"short,middle,short,middle"
7,10,9/7/2017,KC,NE,KC,NE,home,574,1474,3274,Half1,0,3,1,4,0,No,No,run,"middle,middle"
-7,90,9/7/2017,NE,NE,KC,KC,away,565,1465,3265,Half1,0,4,1,1,0,No,No,run,"right,guard,right,guard"
-7,81,9/7/2017,NE,NE,KC,KC,away,528,1428,3228,Half1,0,4,1,2,0,Yes,No,run,"middle,middle"
-7,77,9/7/2017,NE,NE,KC,KC,away,485,1385,3185,Half1,0,4,1,1,0,Yes,No,pass,"short,left,short,left"
-7,63,9/7/2017,NE,NE,KC,KC,away,458,1358,3158,Half1,0,4,1,1,0,Yes,No,pass,"short,left,short,left"
-7,55,9/7/2017,NE,NE,KC,KC,away,425,1325,3125,Half1,0,4,1,2,0,Yes,No,pass,"short,left,short,left"
-7,50,9/7/2017,NE,NE,KC,KC,away,394,1294,3094,Half1,0,4,1,1,0,Yes,No,run,"right,tackle,right,tackle"
-7,41,9/7/2017,NE,NE,KC,KC,away,351,1251,3051,Half1,0,4,1,2,0,Yes,No,pass,"short,middle,short,middle"
-7,38,9/7/2017,NE,NE,KC,KC,away,313,1213,3013,Half1,0,4,1,1,0,Yes,No,pass,"short,middle,short,middle"
-7,27,9/7/2017,NE,NE,KC,KC,away,271,1171,2971,Half1,0,4,1,1,0,Yes,No,pass,"short,right,short,right"
-7,9,9/7/2017,NE,NE,KC,KC,away,236,1136,2936,Half1,0,4,1,1,1,Yes,No,pass,"short,right,short,right"
-7,9,9/7/2017,NE,NE,KC,KC,away,227,1127,2927,Half1,0,4,1,2,1,No,No,run,"middle,middle"
0,75,9/7/2017,KC,NE,KC,NE,home,183,1083,2883,Half1,0,5,1,1,0,Yes,No,run,"left,guard,left,guard"
0,72,9/7/2017,KC,NE,KC,NE,home,152,1052,2852,Half1,0,5,1,2,0,Yes,No,pass,"deep,middle,deep,middle"
0,45,9/7/2017,KC,NE,KC,NE,home,125,1025,2825,Half1,0,5,1,1,0,No,Yes,pass,"short,middle,short,middle"
0,30,9/7/2017,KC,NE,KC,NE,home,96,996,2796,Half1,0,5,1,1,0,No,No,run,"left,end,left,end"
0,12,9/7/2017,KC,NE,KC,NE,home,42,942,2742,Half1,0,5,1,1,0,Yes,No,pass,"short,right,short,right"
0,12,9/7/2017,KC,NE,KC,NE,home,37,937,2737,Half1,0,5,1,2,0,No,No,run,"left,end,left,end"
0,8,9/7/2017,KC,NE,KC,NE,home,23,923,2723,Half1,0,5,1,3,0,Yes,Yes,run,"middle,middle"
-3,55,9/7/2017,NE,NE,KC,KC,away,891,891,2691,Half1,0,6,2,1,0,No,No,pass,"deep,right,deep,right"
-3,55,9/7/2017,NE,NE,KC,KC,away,884,884,2684,Half1,0,6,2,2,0,Yes,No,run,"right,end,right,end"
-3,51,9/7/2017,NE,NE,KC,KC,away,847,847,2647,Half1,0,6,2,3,0,Yes,No,pass,
3,82,9/7/2017,KC,NE,KC,NE,home,797,797,2597,Half1,0,7,2,1,0,No,No,run,"right,end,right,end"
3,78,9/7/2017,KC,NE,KC,NE,home,769,769,2569,Half1,0,7,2,2,0,No,No,run,"right,end,right,end"
3,74,9/7/2017,KC,NE,KC,NE,home,729,729,2529,Half1,0,7,2,3,0,Yes,No,pass,"short,left,short,left"
3,52,9/7/2017,KC,NE,KC,NE,home,691,691,2491,Half1,0,7,2,1,0,Yes,No,pass,"deep,left,deep,left"
3,52,9/7/2017,KC,NE,KC,NE,home,683,683,2483,Half1,0,7,2,2,0,No,No,run,"right,end,right,end"
3,52,9/7/2017,KC,NE,KC,NE,home,644,644,2444,Half1,0,7,2,3,0,Yes,No,pass,"short,right,short,right"
3,36,9/7/2017,KC,NE,KC,NE,home,597,597,2397,Half1,0,7,2,1,0,No,No,run,"left,tackle,left,tackle"
3,20,9/7/2017,KC,NE,KC,NE,home,557,557,2357,Half1,0,7,2,1,0,No,No,run,"left,end,left,end"
3,11,9/7/2017,KC,NE,KC,NE,home,518,518,2318,Half1,0,7,2,2,0,No,No,run,"left,guard,left,guard"
3,7,9/7/2017,KC,NE,KC,NE,home,495,495,2295,Half1,0,7,2,1,1,No,No,run,"right,tackle,right,tackle"
-10,77,9/7/2017,NE,NE,KC,KC,away,442,442,2242,Half1,0,8,2,1,0,Yes,No,run,"right,end,right,end"
-10,74,9/7/2017,NE,NE,KC,KC,away,407,407,2207,Half1,0,8,2,2,0,Yes,No,run,"right,end,right,end"
-10,64,9/7/2017,NE,NE,KC,KC,away,371,371,2171,Half1,0,8,2,1,0,No,No,run,"left,guard,left,guard"
-10,63,9/7/2017,NE,NE,KC,KC,away,329,329,2129,Half1,0,8,2,2,0,Yes,No,run,"right,tackle,right,tackle"
-10,59,9/7/2017,NE,NE,KC,KC,away,285,285,2085,Half1,0,8,2,3,0,Yes,No,pass,
10,60,9/7/2017,KC,NE,KC,NE,home,224,224,2024,Half1,0,9,2,1,0,Yes,No,run,"middle,middle"
10,56,9/7/2017,KC,NE,KC,NE,home,186,186,1986,Half1,0,9,2,2,0,Yes,No,pass,"deep,right,deep,right"
10,56,9/7/2017,KC,NE,KC,NE,home,179,179,1979,Half1,0,9,2,3,0,Yes,No,pass,"short,left,short,left"
-10,96,9/7/2017,NE,NE,KC,KC,away,149,149,1949,Half1,0,10,2,1,0,Yes,No,run,"right,end,right,end"
-10,89,9/7/2017,NE,NE,KC,KC,away,127,127,1927,Half1,0,10,2,2,0,Yes,No,pass,"short,middle,short,middle"
-10,80,9/7/2017,NE,NE,KC,KC,away,120,120,1920,Half1,0,10,2,1,0,Yes,No,pass,"short,left,short,left"
-10,66,9/7/2017,NE,NE,KC,KC,away,93,93,1893,Half1,0,10,2,1,0,Yes,Yes,pass,"short,right,short,right"
-10,53,9/7/2017,NE,NE,KC,KC,away,90,90,1890,Half1,0,10,2,1,0,Yes,No,run,"middle,middle"
-10,46,9/7/2017,NE,NE,KC,KC,away,61,61,1861,Half1,0,10,2,2,0,Yes,Yes,pass,"deep,right,deep,right"
-10,46,9/7/2017,NE,NE,KC,KC,away,57,57,1857,Half1,0,10,2,3,0,Yes,No,pass,"short,middle,short,middle"
-10,34,9/7/2017,NE,NE,KC,KC,away,49,49,1849,Half1,0,10,2,1,0,Yes,No,pass,"short,right,short,right"
-10,30,9/7/2017,NE,NE,KC,KC,away,45,45,1845,Half1,0,10,2,2,0,Yes,No,pass,"short,right,short,right"
-10,29,9/7/2017,NE,NE,KC,KC,away,37,37,1837,Half1,0,10,2,3,0,Yes,No,pass,"short,right,short,right"
-10,1,9/7/2017,NE,NE,KC,KC,away,23,23,1823,Half1,0,10,2,1,1,Yes,No,pass,"short,right,short,right"
-3,75,9/7/2017,NE,NE,KC,KC,away,900,1800,1800,Half2,0,12,3,1,0,No,No,run,"middle,middle"
-3,75,9/7/2017,NE,NE,KC,KC,away,837,1737,1737,Half2,0,12,3,1,0,Yes,No,pass,"short,middle,short,middle"
-3,68,9/7/2017,NE,NE,KC,KC,away,801,1701,1701,Half2,0,12,3,2,0,No,No,pass,"short,right,short,right"
-3,60,9/7/2017,NE,NE,KC,KC,away,754,1654,1654,Half2,0,12,3,3,0,Yes,No,pass,"short,right,short,right"
3,83,9/7/2017,KC,NE,KC,NE,home,713,1613,1613,Half2,0,13,3,1,0,No,No,pass,"deep,left,deep,left"
3,83,9/7/2017,KC,NE,KC,NE,home,706,1606,1606,Half2,0,13,3,2,0,Yes,No,pass,"short,left,short,left"
3,72,9/7/2017,KC,NE,KC,NE,home,653,1553,1553,Half2,0,13,3,1,0,No,No,run,"left,tackle,left,tackle"
3,70,9/7/2017,KC,NE,KC,NE,home,623,1523,1523,Half2,0,13,3,2,0,No,No,run,"right,tackle,right,tackle"
3,74,9/7/2017,KC,NE,KC,NE,home,583,1483,1483,Half2,0,13,3,3,0,Yes,No,pass,"deep,left,deep,left"
-4,75,9/7/2017,KC,NE,KC,NE,home,559,1459,1459,Half2,0,15,3,1,0,Yes,No,pass,"deep,right,deep,right"
-4,75,9/7/2017,KC,NE,KC,NE,home,553,1453,1453,Half2,0,15,3,2,0,No,No,run,"middle,middle"
-4,71,9/7/2017,KC,NE,KC,NE,home,513,1413,1413,Half2,0,15,3,3,0,Yes,No,pass,"short,left,short,left"
-4,54,9/7/2017,KC,NE,KC,NE,home,482,1382,1382,Half2,0,15,3,1,0,No,No,pass,"short,middle,short,middle"
-4,54,9/7/2017,KC,NE,KC,NE,home,475,1375,1375,Half2,0,15,3,2,0,Yes,No,run,"middle,middle"
-4,49,9/7/2017,KC,NE,KC,NE,home,442,1342,1342,Half2,0,15,3,3,0,Yes,No,pass,"short,right,short,right"
4,86,9/7/2017,NE,NE,KC,KC,away,428,1328,1328,Half2,0,16,3,1,0,No,No,run,"middle,middle"
4,85,9/7/2017,NE,NE,KC,KC,away,400,1300,1300,Half2,0,16,3,2,0,Yes,No,pass,"deep,left,deep,left"
4,85,9/7/2017,NE,NE,KC,KC,away,393,1293,1293,Half2,0,16,3,3,0,Yes,No,pass,"short,right,short,right"
-4,49,9/7/2017,KC,NE,KC,NE,home,378,1278,1278,Half2,0,17,3,1,0,Yes,No,pass,"short,left,short,left"
-4,1,9/7/2017,KC,NE,KC,NE,home,335,1235,1235,Half2,0,17,3,1,1,No,No,run,"right,guard,right,guard"
-3,87,9/7/2017,NE,NE,KC,KC,away,296,1196,1196,Half2,0,18,3,1,0,Yes,No,pass,"short,middle,short,middle"
-3,89,9/7/2017,NE,NE,KC,KC,away,261,1161,1161,Half2,0,18,3,2,0,Yes,No,run,"middle,middle"
-3,88,9/7/2017,NE,NE,KC,KC,away,215,1115,1115,Half2,0,18,3,3,0,Yes,No,pass,
3,72,9/7/2017,KC,NE,KC,NE,home,170,1070,1070,Half2,0,19,3,1,0,Yes,No,pass,"deep,left,deep,left"
3,18,9/7/2017,KC,NE,KC,NE,home,151,1051,1051,Half2,0,19,3,1,0,No,No,run,"left,tackle,left,tackle"
3,11,9/7/2017,KC,NE,KC,NE,home,120,1020,1020,Half2,0,19,3,2,0,No,Yes,run,"left,guard,left,guard"
3,7,9/7/2017,KC,NE,KC,NE,home,96,996,996,Half2,0,19,3,1,1,No,Yes,run,"left,tackle,left,tackle"
3,4,9/7/2017,KC,NE,KC,NE,home,57,957,957,Half2,0,19,3,2,1,No,No,run,"left,end,left,end"
3,10,9/7/2017,KC,NE,KC,NE,home,20,920,920,Half2,0,19,3,3,1,Yes,No,run,"right,tackle,right,tackle"
-6,95,9/7/2017,NE,NE,KC,KC,away,4,904,904,Half2,0,20,3,1,0,Yes,No,run,"middle,middle"
-6,82,9/7/2017,NE,NE,KC,KC,away,900,900,900,Half2,0,20,4,2,0,Yes,No,pass,"short,middle,short,middle"
-1,75,9/7/2017,KC,NE,KC,NE,home,847,847,847,Half2,0,21,4,1,0,Yes,No,pass,"short,left,short,left"
-1,49,9/7/2017,KC,NE,KC,NE,home,814,814,814,Half2,0,21,4,1,0,Yes,No,pass,"short,left,short,left"
-1,41,9/7/2017,KC,NE,KC,NE,home,782,782,782,Half2,0,21,4,2,0,Yes,No,pass,"short,left,short,left"
-1,41,9/7/2017,KC,NE,KC,NE,home,776,776,776,Half2,0,21,4,3,0,Yes,No,pass,"short,right,short,right"
-1,40,9/7/2017,KC,NE,KC,NE,home,749,749,749,Half2,0,21,4,4,0,No,No,run,"middle,middle"
1,60,9/7/2017,NE,NE,KC,KC,away,741,741,741,Half2,0,22,4,1,0,Yes,No,pass,"deep,left,deep,left"
1,60,9/7/2017,NE,NE,KC,KC,away,736,736,736,Half2,0,22,4,2,0,Yes,No,run,"right,guard,right,guard"
1,58,9/7/2017,NE,NE,KC,KC,away,696,696,696,Half2,0,22,4,3,0,Yes,No,pass,"short,left,short,left"
-1,87,9/7/2017,KC,NE,KC,NE,home,628,628,628,Half2,0,23,4,1,0,No,No,run,"middle,middle"
-1,85,9/7/2017,KC,NE,KC,NE,home,600,600,600,Half2,0,23,4,2,0,No,No,run,"left,end,left,end"
-1,71,9/7/2017,KC,NE,KC,NE,home,566,566,566,Half2,0,23,4,1,0,Yes,No,pass,"deep,right,deep,right"
-1,71,9/7/2017,KC,NE,KC,NE,home,560,560,560,Half2,0,23,4,2,0,Yes,No,pass,"deep,left,deep,left"
-1,71,9/7/2017,KC,NE,KC,NE,home,551,551,551,Half2,0,23,4,3,0,Yes,No,pass,"short,left,short,left"
1,60,9/7/2017,NE,NE,KC,KC,away,535,535,535,Half2,0,24,4,1,0,Yes,No,pass,"short,right,short,right"
1,51,9/7/2017,NE,NE,KC,KC,away,500,500,500,Half2,0,24,4,2,0,Yes,No,run,"right,tackle,right,tackle"
1,44,9/7/2017,NE,NE,KC,KC,away,456,456,456,Half2,0,24,4,1,0,Yes,No,pass,"short,right,short,right"
1,40,9/7/2017,NE,NE,KC,KC,away,411,411,411,Half2,0,24,4,2,0,Yes,No,pass,"deep,left,deep,left"
1,15,9/7/2017,NE,NE,KC,KC,away,374,374,374,Half2,0,24,4,1,0,Yes,No,pass,"short,right,short,right"
1,15,9/7/2017,NE,NE,KC,KC,away,366,366,366,Half2,0,24,4,2,0,Yes,No,pass,"short,left,short,left"
-8,75,9/7/2017,KC,NE,KC,NE,home,314,314,314,Half2,0,25,4,1,0,Yes,No,pass,
-8,82,9/7/2017,KC,NE,KC,NE,home,287,287,287,Half2,0,25,4,2,0,Yes,No,pass,"deep,middle,deep,middle"
-8,82,9/7/2017,KC,NE,KC,NE,home,278,278,278,Half2,0,25,4,3,0,Yes,No,pass,"deep,left,deep,left"
8,79,9/7/2017,NE,NE,KC,KC,away,255,255,255,Half2,0,26,4,1,0,Yes,No,run,"left,end,left,end"
-15,86,9/7/2017,KC,NE,KC,NE,home,236,236,236,Half2,0,27,4,1,0,Yes,No,pass,
-15,94,9/7/2017,KC,NE,KC,NE,home,210,210,210,Half2,0,27,4,2,0,Yes,Yes,pass,
-15,99,9/7/2017,KC,NE,KC,NE,home,178,178,178,Half2,0,27,4,3,0,Yes,No,pass,"short,right,short,right"
15,42,9/7/2017,NE,NE,KC,KC,away,164,164,164,Half2,0,28,4,1,0,No,No,run,"right,tackle,right,tackle"
15,40,9/7/2017,NE,NE,KC,KC,away,157,157,157,Half2,0,28,4,2,0,No,No,run,"right,tackle,right,tackle"
15,33,9/7/2017,NE,NE,KC,KC,away,152,152,152,Half2,0,28,4,3,0,No,No,run,"middle,middle"
0,75,9/10/2017,NYJ,BUF,NYJ,BUF,home,900,1800,3600,Half1,0,1,1,1,0,No,No,pass,"deep,right,deep,right"
0,75,9/10/2017,NYJ,BUF,NYJ,BUF,home,892,1792,3592,Half1,0,1,1,2,0,No,No,run,"right,tackle,right,tackle"
0,72,9/10/2017,NYJ,BUF,NYJ,BUF,home,858,1758,3558,Half1,0,1,1,3,0,Yes,No,pass,"short,middle,short,middle"
0,69,9/10/2017,NYJ,BUF,NYJ,BUF,home,805,1705,3505,Half1,0,1,1,1,0,No,No,pass,"short,right,short,right"
0,69,9/10/2017,NYJ,BUF,NYJ,BUF,home,802,1702,3502,Half1,0,1,1,2,0,Yes,No,pass,"short,right,short,right"
0,48,9/10/2017,NYJ,BUF,NYJ,BUF,home,768,1668,3468,Half1,0,1,1,1,0,No,No,run,"left,guard,left,guard"
0,32,9/10/2017,NYJ,BUF,NYJ,BUF,home,735,1635,3435,Half1,0,1,1,1,0,No,No,run,"middle,middle"
0,28,9/10/2017,NYJ,BUF,NYJ,BUF,home,695,1595,3395,Half1,0,1,1,2,0,Yes,No,run,"middle,middle"
0,25,9/10/2017,NYJ,BUF,NYJ,BUF,home,661,1561,3361,Half1,0,1,1,3,0,Yes,No,run,"left,guard,left,guard"
0,15,9/10/2017,NYJ,BUF,NYJ,BUF,home,633,1533,3333,Half1,0,1,1,1,0,No,No,run,"right,guard,right,guard"
0,2,9/10/2017,NYJ,BUF,NYJ,BUF,home,580,1480,3280,Half1,0,1,1,1,1,No,No,run,"left,tackle,left,tackle"
0,8,9/10/2017,NYJ,BUF,NYJ,BUF,home,546,1446,3246,Half1,0,1,1,2,1,No,No,pass,"short,left,short,left"
0,73,9/10/2017,BUF,BUF,NYJ,NYJ,away,528,1428,3228,Half1,0,2,1,1,0,Yes,No,pass,"short,left,short,left"
0,70,9/10/2017,BUF,BUF,NYJ,NYJ,away,502,1402,3202,Half1,0,2,1,2,0,No,No,run,"right,tackle,right,tackle"
0,69,9/10/2017,BUF,BUF,NYJ,NYJ,away,458,1358,3158,Half1,0,2,1,3,0,Yes,No,pass,"short,left,short,left"
0,80,9/10/2017,NYJ,BUF,NYJ,BUF,home,417,1317,3117,Half1,0,3,1,1,0,No,No,pass,"short,middle,short,middle"
0,64,9/10/2017,NYJ,BUF,NYJ,BUF,home,373,1273,3073,Half1,0,3,1,1,0,No,No,run,"right,tackle,right,tackle"
0,61,9/10/2017,NYJ,BUF,NYJ,BUF,home,339,1239,3039,Half1,0,3,1,2,0,Yes,No,pass,
0,61,9/10/2017,NYJ,BUF,NYJ,BUF,home,309,1209,3009,Half1,0,3,1,3,0,Yes,No,pass,"short,left,short,left"
0,84,9/10/2017,BUF,BUF,NYJ,NYJ,away,261,1161,2961,Half1,0,4,1,1,0,Yes,No,pass,"short,middle,short,middle"
0,90,9/10/2017,BUF,BUF,NYJ,NYJ,away,204,1104,2904,Half1,0,4,1,2,0,No,No,run,"left,guard,left,guard"
0,88,9/10/2017,BUF,BUF,NYJ,NYJ,away,167,1067,2867,Half1,0,4,1,3,0,Yes,No,pass,"short,right,short,right"
0,77,9/10/2017,NYJ,BUF,NYJ,BUF,home,117,1017,2817,Half1,0,5,1,1,0,No,No,run,"right,tackle,right,tackle"
0,78,9/10/2017,NYJ,BUF,NYJ,BUF,home,86,986,2786,Half1,0,5,1,2,0,No,No,pass,"short,right,short,right"
0,78,9/10/2017,NYJ,BUF,NYJ,BUF,home,82,982,2782,Half1,0,5,1,3,0,Yes,No,pass,"short,middle,short,middle"
0,64,9/10/2017,NYJ,BUF,NYJ,BUF,home,48,948,2748,Half1,0,5,1,1,0,No,No,run,"right,tackle,right,tackle"
0,58,9/10/2017,NYJ,BUF,NYJ,BUF,home,20,920,2720,Half1,0,5,1,2,0,No,No,run,"right,tackle,right,tackle"
0,57,9/10/2017,NYJ,BUF,NYJ,BUF,home,900,900,2700,Half1,0,5,2,3,0,Yes,No,run,"right,end,right,end"
0,34,9/10/2017,NYJ,BUF,NYJ,BUF,home,870,870,2670,Half1,0,5,2,1,0,No,No,run,"left,guard,left,guard"
0,34,9/10/2017,NYJ,BUF,NYJ,BUF,home,839,839,2639,Half1,0,5,2,2,0,Yes,No,pass,"short,middle,short,middle"
0,22,9/10/2017,NYJ,BUF,NYJ,BUF,home,802,802,2602,Half1,0,5,2,1,0,No,No,run,"right,tackle,right,tackle"
0,8,9/10/2017,NYJ,BUF,NYJ,BUF,home,768,768,2568,Half1,0,5,2,1,1,No,No,run,"middle,middle"
0,6,9/10/2017,NYJ,BUF,NYJ,BUF,home,730,730,2530,Half1,0,5,2,2,1,No,No,pass,"short,left,short,left"
-7,75,9/10/2017,BUF,BUF,NYJ,NYJ,away,686,686,2486,Half1,0,6,2,1,0,Yes,No,pass,"short,right,short,right"
-7,75,9/10/2017,BUF,BUF,NYJ,NYJ,away,683,683,2483,Half1,0,6,2,2,0,No,No,pass,"deep,left,deep,left"
-7,50,9/10/2017,BUF,BUF,NYJ,NYJ,away,649,649,2449,Half1,0,6,2,1,0,Yes,No,pass,"short,left,short,left"
-7,41,9/10/2017,BUF,BUF,NYJ,NYJ,away,609,609,2409,Half1,0,6,2,2,0,No,No,pass,
-7,52,9/10/2017,BUF,BUF,NYJ,NYJ,away,562,562,2362,Half1,0,6,2,3,0,Yes,No,pass,"short,middle,short,middle"
-7,34,9/10/2017,BUF,BUF,NYJ,NYJ,away,525,525,2325,Half1,0,6,2,1,0,No,No,pass,"short,right,short,right"
-7,35,9/10/2017,BUF,BUF,NYJ,NYJ,away,485,485,2285,Half1,0,6,2,2,0,Yes,No,pass,"short,right,short,right"
-7,35,9/10/2017,BUF,BUF,NYJ,NYJ,away,442,442,2242,Half1,0,6,2,3,0,Yes,No,pass,"short,left,short,left"
4,75,9/10/2017,NYJ,BUF,NYJ,BUF,home,394,394,2194,Half1,0,7,2,1,0,No,No,pass,"deep,left,deep,left"
4,40,9/10/2017,NYJ,BUF,NYJ,BUF,home,376,376,2176,Half1,0,7,2,1,0,No,No,run,"left,tackle,left,tackle"
4,20,9/10/2017,NYJ,BUF,NYJ,BUF,home,348,348,2148,Half1,0,7,2,1,0,No,No,run,"right,tackle,right,tackle"
4,31,9/10/2017,NYJ,BUF,NYJ,BUF,home,291,291,2091,Half1,0,7,2,2,0,Yes,No,pass,"short,right,short,right"
4,31,9/10/2017,NYJ,BUF,NYJ,BUF,home,284,284,2084,Half1,0,7,2,3,0,Yes,No,run,"middle,middle"
-4,64,9/10/2017,BUF,BUF,NYJ,NYJ,away,239,239,2039,Half1,0,8,2,1,0,No,No,pass,"short,left,short,left"
-4,64,9/10/2017,BUF,BUF,NYJ,NYJ,away,235,235,2035,Half1,0,8,2,2,0,Yes,No,run,"middle,middle"
-4,60,9/10/2017,BUF,BUF,NYJ,NYJ,away,197,197,1997,Half1,0,8,2,3,0,Yes,No,pass,"short,middle,short,middle"
-4,49,9/10/2017,BUF,BUF,NYJ,NYJ,away,158,158,1958,Half1,0,8,2,1,0,Yes,No,run,"left,guard,left,guard"
-4,41,9/10/2017,BUF,BUF,NYJ,NYJ,away,130,130,1930,Half1,0,8,2,1,0,Yes,No,run,"middle,middle"
-4,39,9/10/2017,BUF,BUF,NYJ,NYJ,away,120,120,1920,Half1,0,8,2,2,0,Yes,No,pass,"short,right,short,right"
-4,34,9/10/2017,BUF,BUF,NYJ,NYJ,away,115,115,1915,Half1,0,8,2,3,0,Yes,No,pass,"short,left,short,left"
1,75,9/10/2017,NYJ,BUF,NYJ,BUF,home,104,104,1904,Half1,0,9,2,1,0,Yes,No,pass,"short,left,short,left"
1,80,9/10/2017,NYJ,BUF,NYJ,BUF,home,80,80,1880,Half1,0,9,2,2,0,Yes,Yes,pass,"short,middle,short,middle"
1,46,9/10/2017,NYJ,BUF,NYJ,BUF,home,57,57,1857,Half1,0,9,2,1,0,Yes,No,pass,"short,right,short,right"
1,46,9/10/2017,NYJ,BUF,NYJ,BUF,home,51,51,1851,Half1,0,9,2,2,0,Yes,No,pass,
1,52,9/10/2017,NYJ,BUF,NYJ,BUF,home,42,42,1842,Half1,0,9,2,3,0,No,No,pass,"short,right,short,right"
-1,75,9/10/2017,BUF,BUF,NYJ,NYJ,away,894,1794,1794,Half2,0,11,3,1,0,No,No,run,"middle,middle"
-1,75,9/10/2017,BUF,BUF,NYJ,NYJ,away,857,1757,1757,Half2,0,11,3,2,0,Yes,No,pass,"short,middle,short,middle"
-1,67,9/10/2017,BUF,BUF,NYJ,NYJ,away,815,1715,1715,Half2,0,11,3,3,0,No,No,pass,"short,right,short,right"
-1,62,9/10/2017,BUF,BUF,NYJ,NYJ,away,782,1682,1682,Half2,0,11,3,1,0,Yes,No,run,"right,tackle,right,tackle"
-1,61,9/10/2017,BUF,BUF,NYJ,NYJ,away,738,1638,1638,Half2,0,11,3,2,0,Yes,No,pass,"short,left,short,left"
-1,61,9/10/2017,BUF,BUF,NYJ,NYJ,away,733,1633,1633,Half2,0,11,3,3,0,Yes,No,pass,"short,left,short,left"
1,68,9/10/2017,NYJ,BUF,NYJ,BUF,home,720,1620,1620,Half2,0,12,3,1,0,No,No,run,"left,guard,left,guard"
1,67,9/10/2017,NYJ,BUF,NYJ,BUF,home,687,1587,1587,Half2,0,12,3,2,0,Yes,No,pass,"deep,left,deep,left"
1,67,9/10/2017,NYJ,BUF,NYJ,BUF,home,681,1581,1581,Half2,0,12,3,3,0,Yes,No,run,"left,guard,left,guard"
-1,79,9/10/2017,BUF,BUF,NYJ,NYJ,away,641,1541,1541,Half2,0,13,3,1,0,Yes,No,run,"right,tackle,right,tackle"
-1,79,9/10/2017,BUF,BUF,NYJ,NYJ,away,600,1500,1500,Half2,0,13,3,2,0,No,No,pass,"deep,right,deep,right"
-1,79,9/10/2017,BUF,BUF,NYJ,NYJ,away,594,1494,1494,Half2,0,13,3,3,0,Yes,No,pass,"short,middle,short,middle"
1,64,9/10/2017,NYJ,BUF,NYJ,BUF,home,545,1445,1445,Half2,0,14,3,1,0,No,No,run,"right,tackle,right,tackle"
1,64,9/10/2017,NYJ,BUF,NYJ,BUF,home,516,1416,1416,Half2,0,14,3,2,0,No,No,pass,"short,middle,short,middle"
1,17,9/10/2017,NYJ,BUF,NYJ,BUF,home,485,1385,1385,Half2,0,14,3,1,0,No,No,run,"right,guard,right,guard"
1,15,9/10/2017,NYJ,BUF,NYJ,BUF,home,450,1350,1350,Half2,0,14,3,2,0,Yes,No,pass,"short,right,short,right"
1,15,9/10/2017,NYJ,BUF,NYJ,BUF,home,442,1342,1342,Half2,0,14,3,3,0,Yes,No,run,"left,end,left,end"
-8,75,9/10/2017,BUF,BUF,NYJ,NYJ,away,412,1312,1312,Half2,0,15,3,1,0,No,No,run,"middle,middle"
-8,67,9/10/2017,BUF,BUF,NYJ,NYJ,away,374,1274,1274,Half2,0,15,3,2,0,Yes,No,pass,"short,left,short,left"
-8,56,9/10/2017,BUF,BUF,NYJ,NYJ,away,337,1237,1237,Half2,0,15,3,1,0,Yes,No,pass,"short,middle,short,middle"
-8,44,9/10/2017,BUF,BUF,NYJ,NYJ,away,304,1204,1204,Half2,0,15,3,1,0,Yes,No,pass,"short,left,short,left"
